0,81392.0
83,84032.0
161,88880.0
254,91520.0
348,91520.0
441,91520.0
534,91520.0
627,91520.0
722,91520.0
815,91520.0
908,91520.0
1001,91520.0
1094,91520.0
1186,91520.0
1280,91520.0
1373,91520.0
1467,91520.0
1560,91520.0
1653,91520.0
1746,91520.0
1839,91520.0
1932,91520.0
2025,91520.0
2120,91520.0
2216,91520.0
2312,91520.0
2404,91520.0
2497,91520.0
2588,91520.0
2681,91520.0
2774,91520.0
2870,91520.0
2962,91520.0
3054,91520.0
3146,91520.0
3241,91520.0
3333,91520.0
3425,91520.0
3517,91520.0
3609,91520.0
3702,91520.0
3795,94160.0
3888,94244.0
3981,94244.0
4074,94244.0
4168,94244.0
4261,94244.0
4353,94244.0
4446,94244.0
4539,94244.0
4633,94244.0
4726,94244.0
4819,94244.0
4912,94244.0
5005,94244.0
5099,94244.0
5192,94244.0
5285,94244.0
5378,94244.0
5470,94244.0
5563,94244.0
5656,94244.0
5753,94244.0
5846,94244.0
5938,94244.0
6031,94244.0
6124,94244.0
6217,94244.0
6310,94244.0
6403,94244.0
6496,94244.0
6589,94244.0
6682,94244.0
6776,94244.0
6868,94244.0
6962,94244.0
7055,94244.0
7148,94248.0
7247,94248.0
7340,94248.0
7433,94248.0
7526,94248.0
7620,94248.0
7713,94248.0
7805,94248.0
7900,94248.0
7993,94248.0
8088,94248.0
8181,94248.0
8274,94248.0
8367,94248.0
8461,94248.0
8553,94248.0
8647,94248.0
8740,94248.0
8833,94248.0
8927,94248.0
9020,94248.0
9113,94248.0
9209,94248.0
9304,94248.0
9397,94248.0
9490,94248.0
9584,94248.0
9676,94248.0
9776,94248.0
9874,94248.0
9968,94248.0
10061,94248.0
10153,94248.0
10247,94248.0
10339,94248.0
10433,94248.0
10527,94248.0
10619,94248.0
10714,94248.0
10807,94248.0
10906,94248.0
11002,94248.0
11095,94248.0
11188,94248.0
11281,94248.0
11374,94248.0
11468,94248.0
11561,94248.0
11653,94248.0
11750,94248.0
11843,94248.0
11936,94248.0
12029,94248.0
12149,94248.0
12242,94248.0
12343,94248.0
12453,94248.0
12551,94248.0
12644,94248.0
12737,94248.0
12830,94248.0
12933,94248.0
13041,94248.0
13137,94248.0
13234,94248.0
13327,94248.0
13420,94248.0
13514,94248.0
13608,94248.0
13702,94248.0
13796,94248.0
13889,94248.0
13982,94248.0
14075,94248.0
14168,94248.0
14261,94248.0
14354,94248.0
14447,94248.0
14541,94248.0
14635,94248.0
14728,94248.0
14821,94248.0
14914,94248.0
15025,94248.0
15118,94248.0
15216,94248.0
15310,94248.0
15402,94248.0
15495,94248.0
15588,94248.0
15682,94248.0
15776,94248.0
15868,94248.0
15961,94248.0
16056,94248.0
16149,94248.0
16242,94248.0
16335,94248.0
16430,94248.0
16523,94248.0
16616,94248.0
16711,94248.0
16805,94248.0
16897,94248.0
16990,94248.0
17083,94248.0
17177,94248.0
17271,94248.0
17364,94248.0
17458,94248.0
17551,94248.0
17644,94248.0
17738,94248.0
17831,94248.0
17924,94248.0
18017,94248.0
18114,94248.0
18207,94248.0
18300,94248.0
18397,94248.0
18490,94248.0
18584,94248.0
18678,94248.0
18772,94248.0
18868,94248.0
18962,94248.0
19055,94248.0
19148,94248.0
19245,94248.0
19339,94248.0
19432,94248.0
19525,94248.0
19618,94248.0
19712,94248.0
19806,94248.0
19899,94248.0
19992,94248.0
20085,94248.0
20179,94248.0
20272,94248.0
20365,94248.0
20459,94248.0
20552,94248.0
20645,94248.0
20739,94248.0
20832,94248.0
20928,94248.0
21021,94248.0
21115,94248.0
21215,94248.0
21309,94248.0
21402,94248.0
21496,94248.0
21589,94248.0
21682,94248.0
21775,94248.0
21868,94248.0
21962,94248.0
22057,94248.0
22149,94248.0
22243,94248.0
22337,94248.0
22431,94248.0
22525,94248.0
22617,94248.0
22712,94248.0
22806,94248.0
22899,94248.0
22993,94248.0
23085,94248.0
23179,94248.0
23272,94248.0
23365,94248.0
23458,94248.0
23551,94248.0
23644,94248.0
23738,94248.0
23831,94248.0
23925,94248.0
24017,94248.0
24111,94248.0
24204,94248.0
24303,94248.0
24396,94248.0
24494,94248.0
24588,94248.0
24682,94248.0
24775,94248.0
24869,94248.0
24964,94248.0
25058,94248.0
25150,94248.0
25247,94248.0
25341,94248.0
25434,94248.0
25527,94248.0
25621,94248.0
25713,94248.0
25807,94248.0
25899,94248.0
25993,94248.0
26086,94248.0
26180,94248.0
26273,94248.0
26366,94248.0
26459,94248.0
26552,94248.0
26645,94248.0
26738,94248.0
26832,94248.0
26925,94248.0
27018,94248.0
27111,94248.0
27211,94248.0
27305,94248.0
27397,94248.0
27491,94248.0
27583,94248.0
27677,94248.0
27771,94248.0
27865,94248.0
27958,94248.0
28052,94248.0
28145,94248.0
28238,94248.0
28331,94248.0
28424,94248.0
0,0.0
